OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPriceINR,DiscountRate,SalesINR,ProfitINR,City,State,Channel,PaymentMethod
O30992,2024-09-26,C2069,P1014,Makeup Kit,General,2,44484,0.0,88968,30072,Vellore,Tamil Nadu,Marketplace,Wallet
O30993,2024-11-13,C2072,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,852,Tiruchirappalli,Tamil Nadu,Website,Credit Card
O30994,2024-01-16,C2011,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,7353,Nagercoil,Tamil Nadu,Mobile App,COD
O30995,2025-02-21,C2391,P1029,USB-C Cable,General,1,27263,0.0,27263,5594,Tirunelveli,Tamil Nadu,Website,Credit Card
O30996,2023-08-13,C2044,P1028,Gaming Headset,General,2,21857,0.05,41528,17191,Karur,Tamil Nadu,Marketplace,Wallet
O30997,2024-12-11,C2018,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,9274,Ramanathapuram,Tamil Nadu,Mobile App,Debit Card
O30998,2023-07-03,C2274,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3315,Tirunelveli,Tamil Nadu,Mobile App,Debit Card
O30999,2023-11-29,C2024,P1019,Home Heater,General,1,58187,0.0,58187,27586,Vellore,Tamil Nadu,Marketplace,COD
O31000,2023-07-15,C2321,P1015,Wrist Watch,General,1,2573,0.0,2573,1061,Tiruchirappalli,Tamil Nadu,Mobile App,UPI
O31001,2025-02-13,C2207,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,9140,Erode,Tamil Nadu,Mobile App,COD
O31002,2024-03-24,C2401,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,859,Erode,Tamil Nadu,Mobile App,COD
O31003,2024-05-10,C2223,P1022,Desk Lamp,General,3,42456,0.1,114631,54194,Kanchipuram,Tamil Nadu,Marketplace,UPI
O31004,2023-08-18,C2378,P1009,Fitness Band,General,1,21672,0.05,20588,4007,Tirunelveli,Tamil Nadu,Website,Wallet
O31005,2025-10-18,C2008,P1024,Mouse Wireless,General,1,22771,0.05,21632,5387,Erode,Tamil Nadu,Website,Debit Card
O31006,2024-06-14,C2241,P1023,Bluetooth Keyboard,General,1,2007,0.1,1806,711,Erode,Tamil Nadu,Marketplace,Debit Card
O31007,2024-01-18,C2080,P1016,Sunglasses UV,General,1,36778,0.0,36778,15096,Nagercoil,Tamil Nadu,Mobile App,Debit Card
O31008,2025-01-05,C2368,P1028,Gaming Headset,General,1,21857,0.0,21857,6827,Ramanathapuram,Tamil Nadu,Marketplace,Credit Card
O31009,2025-07-10,C2088,P1003,Running Shoes,General,1,10746,0.0,10746,4742,Ramanathapuram,Tamil Nadu,Mobile App,COD
O31010,2025-12-15,C2430,P1025,Car Mobile Holder,General,1,18901,0.0,18901,4546,Madurai,Tamil Nadu,Mobile App,Debit Card
O31011,2024-12-15,C2078,P1013,Ceramic Dinner Set,General,2,13748,0.1,24746,5743,Kanchipuram,Tamil Nadu,Mobile App,UPI
O31012,2025-04-06,C2394,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3243,Ramanathapuram,Tamil Nadu,Website,Credit Card
O31013,2023-10-08,C2088,P1014,Makeup Kit,General,1,44484,0.0,44484,15033,Ramanathapuram,Tamil Nadu,Marketplace,UPI
O31014,2024-11-04,C2468,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4955,Chennai,Tamil Nadu,Marketplace,COD
O31015,2025-05-10,C2498,P1014,Makeup Kit,General,1,44484,0.0,44484,11831,Erode,Tamil Nadu,Mobile App,UPI
O31016,2023-07-02,C2022,P1023,Bluetooth Keyboard,General,2,2007,0.0,4014,1575,Chennai,Tamil Nadu,Website,COD
O31017,2024-04-23,C2003,P1011,Kitchen Mixer Grinder,General,2,28645,0.15,48696,17904,Tiruchirappalli,Tamil Nadu,Marketplace,Credit Card
O31018,2024-08-18,C2476,P1022,Desk Lamp,General,1,42456,0.0,42456,19174,Chennai,Tamil Nadu,Website,Wallet
O31019,2023-05-17,C2350,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3443,Coimbatore,Tamil Nadu,Mobile App,UPI
O31020,2023-12-31,C2199,P1017,Mobile Cover,General,2,40581,0.0,81162,20398,Nagercoil,Tamil Nadu,Mobile App,COD
O31021,2025-02-04,C2374,P1014,Makeup Kit,General,2,44484,0.05,84519,23475,Ramanathapuram,Tamil Nadu,Marketplace,Credit Card
O31022,2023-03-19,C2272,P1029,USB-C Cable,General,1,27263,0.0,27263,6088,Ramanathapuram,Tamil Nadu,Mobile App,Credit Card
O31023,2025-09-09,C2080,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3176,Nagercoil,Tamil Nadu,Mobile App,Debit Card
O31024,2023-10-27,C2334,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,3979,Madurai,Tamil Nadu,Website,Credit Card
O31025,2023-04-05,C2432,P1025,Car Mobile Holder,General,2,18901,0.0,37802,9760,Tiruchirappalli,Tamil Nadu,Marketplace,Credit Card
O31026,2023-02-11,C2461,P1011,Kitchen Mixer Grinder,General,1,28645,0.1,25780,6638,Tirunelveli,Tamil Nadu,Website,UPI
O31027,2024-12-21,C2492,P1009,Fitness Band,General,1,21672,0.15,18421,3682,Thoothukudi,Tamil Nadu,Website,Debit Card
O31028,2024-07-19,C2299,P1016,Sunglasses UV,General,1,36778,0.05,34939,16970,Ramanathapuram,Tamil Nadu,Website,COD
O31029,2023-10-14,C2154,P1003,Running Shoes,General,1,10746,0.05,10208,4291,Chennai,Tamil Nadu,Mobile App,Debit Card
O31030,2024-11-01,C2272,P1021,Office Chair,General,1,40438,0.0,40438,16392,Ramanathapuram,Tamil Nadu,Mobile App,Debit Card
O31031,2023-10-10,C2331,P1026,Water Bottle Stainless,General,2,19302,0.05,36673,7025,Dindigul,Tamil Nadu,Mobile App,Credit Card
O31032,2025-06-29,C2215,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,8450,Tiruchirappalli,Tamil Nadu,Marketplace,COD
O31033,2024-04-06,C2393,P1029,USB-C Cable,General,2,27263,0.0,54526,15507,Nagercoil,Tamil Nadu,Mobile App,COD
O31034,2025-08-26,C2255,P1001,Men's Cotton T-Shirt,General,2,16338,0.0,32676,4514,Madurai,Tamil Nadu,Mobile App,COD
O31035,2024-12-08,C2106,P1003,Running Shoes,General,1,10746,0.0,10746,4586,Salem,Tamil Nadu,Website,COD
O31036,2023-01-21,C2476,P1017,Mobile Cover,General,1,40581,0.0,40581,9458,Chennai,Tamil Nadu,Website,COD
O31037,2023-12-04,C2472,P1030,Smart Light Bulb,General,1,34154,0.0,34154,17358,Chennai,Tamil Nadu,Website,Debit Card
O31038,2025-06-14,C2081,P1019,Home Heater,General,2,58187,0.15,98917,56810,Nagercoil,Tamil Nadu,Website,Wallet
O31039,2025-02-17,C2243,P1027,Yoga Mat,General,1,35779,0.0,35779,14362,Madurai,Tamil Nadu,Mobile App,Wallet
O31040,2024-06-06,C2014,P1016,Sunglasses UV,General,2,36778,0.1,66200,28611,Dindigul,Tamil Nadu,Mobile App,Credit Card
O31041,2023-05-22,C2446,P1016,Sunglasses UV,General,3,36778,0.0,110334,50800,Madurai,Tamil Nadu,Marketplace,Credit Card
O31042,2023-11-16,C2394,P1001,Men's Cotton T-Shirt,General,1,16338,0.05,15521,2422,Ramanathapuram,Tamil Nadu,Website,Debit Card
O31043,2025-07-13,C2068,P1009,Fitness Band,General,1,21672,0.0,21672,4085,Karur,Tamil Nadu,Marketplace,Wallet
O31044,2024-07-01,C2355,P1010,"LED Smart TV 43""",General,1,11741,0.05,11153,4135,Ramanathapuram,Tamil Nadu,Mobile App,UPI
O31045,2024-12-13,C2137,P1013,Ceramic Dinner Set,General,1,13748,0.0,13748,2818,Thoothukudi,Tamil Nadu,Marketplace,UPI
O31046,2025-06-12,C2174,P1016,Sunglasses UV,General,1,36778,0.1,33100,14784,Madurai,Tamil Nadu,Website,COD
O31047,2024-06-25,C2194,P1005,Wireless Earbuds,General,1,44929,0.05,42682,19547,Vellore,Tamil Nadu,Website,Debit Card
O31048,2024-06-24,C2050,P1012,Air Fryer 3.5L,General,1,40718,0.05,38682,11324,Dindigul,Tamil Nadu,Marketplace,UPI
O31049,2025-07-23,C2051,P1002,Women's Kurta,General,1,5580,0.0,5580,1878,Nagercoil,Tamil Nadu,Mobile App,Credit Card
O31050,2024-11-11,C2119,P1006,Bluetooth Speaker,General,2,45274,0.0,90548,14326,Thoothukudi,Tamil Nadu,Mobile App,Credit Card
O31051,2024-07-25,C2159,P1014,Makeup Kit,General,1,44484,0.0,44484,12948,Chennai,Tamil Nadu,Website,Debit Card
O31052,2025-05-22,C2389,P1010,"LED Smart TV 43""",General,2,11741,0.0,23482,8911,Madurai,Tamil Nadu,Mobile App,COD
O31053,2025-06-14,C2316,P1008,Backpack 25L,General,1,42606,0.1,38345,15847,Salem,Tamil Nadu,Website,COD
O31054,2023-02-15,C2182,P1003,Running Shoes,General,2,10746,0.05,20417,6531,Ramanathapuram,Tamil Nadu,Mobile App,Debit Card
O31055,2025-08-06,C2349,P1030,Smart Light Bulb,General,2,34154,0.0,68308,24819,Karur,Tamil Nadu,Mobile App,UPI
O31056,2023-07-11,C2322,P1011,Kitchen Mixer Grinder,General,1,28645,0.05,27212,7110,Coimbatore,Tamil Nadu,Website,COD
O31057,2025-08-06,C2439,P1012,Air Fryer 3.5L,General,1,40718,0.05,38682,9621,Dindigul,Tamil Nadu,Marketplace,Wallet
O31058,2023-02-08,C2118,P1024,Mouse Wireless,General,1,22771,0.0,22771,4845,Salem,Tamil Nadu,Website,Debit Card
O31059,2024-12-22,C2332,P1004,"Smartphone 6.5""",General,2,13735,0.0,27470,9798,Tirunelveli,Tamil Nadu,Mobile App,UPI
O31060,2025-11-06,C2213,P1030,Smart Light Bulb,General,2,34154,0.05,64892,30756,Kanchipuram,Tamil Nadu,Website,Wallet
O31061,2024-12-08,C2169,P1009,Fitness Band,General,1,21672,0.0,21672,4810,Karur,Tamil Nadu,Website,COD
O31062,2024-12-06,C2156,P1006,Bluetooth Speaker,General,1,45274,0.05,43010,7023,Tirunelveli,Tamil Nadu,Website,UPI
O31063,2024-08-26,C2349,P1003,Running Shoes,General,1,10746,0.0,10746,4017,Karur,Tamil Nadu,Website,Debit Card
O31064,2025-03-21,C2062,P1014,Makeup Kit,General,1,44484,0.0,44484,14314,Erode,Tamil Nadu,Marketplace,Credit Card
O31065,2024-11-14,C2122,P1004,"Smartphone 6.5""",General,1,13735,0.0,13735,3647,Thoothukudi,Tamil Nadu,Mobile App,Debit Card
O31066,2025-09-28,C2370,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,700,Erode,Tamil Nadu,Website,Credit Card
O31067,2025-12-17,C2045,P1018,Power Bank 10000mAh,General,2,47180,0.0,94360,31078,Tirunelveli,Tamil Nadu,Website,UPI
O31068,2023-10-06,C2400,P1004,"Smartphone 6.5""",General,1,13735,0.0,13735,4336,Madurai,Tamil Nadu,Mobile App,COD
O31069,2025-11-09,C2325,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,11059,Nagercoil,Tamil Nadu,Marketplace,Debit Card
O31070,2025-05-28,C2373,P1022,Desk Lamp,General,1,42456,0.0,42456,18749,Kanchipuram,Tamil Nadu,Mobile App,Debit Card
O31071,2024-04-25,C2210,P1003,Running Shoes,General,2,10746,0.1,19342,9164,Kanchipuram,Tamil Nadu,Mobile App,Wallet
O31072,2025-08-15,C2173,P1013,Ceramic Dinner Set,General,2,13748,0.0,27496,7078,Kanchipuram,Tamil Nadu,Website,Credit Card
O31073,2025-01-21,C2295,P1025,Car Mobile Holder,General,1,18901,0.0,18901,5007,Kanchipuram,Tamil Nadu,Mobile App,Credit Card
O31074,2024-04-09,C2217,P1013,Ceramic Dinner Set,General,2,13748,0.05,26121,6107,Vellore,Tamil Nadu,Website,Credit Card
O31075,2024-01-24,C2370,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,7196,Erode,Tamil Nadu,Marketplace,Wallet
O31076,2025-06-29,C2374,P1002,Women's Kurta,General,1,5580,0.0,5580,1965,Ramanathapuram,Tamil Nadu,Marketplace,Debit Card
O31077,2023-10-01,C2464,P1028,Gaming Headset,General,1,21857,0.05,20764,7350,Karur,Tamil Nadu,Mobile App,UPI
O31078,2025-12-10,C2358,P1021,Office Chair,General,1,40438,0.0,40438,15653,Erode,Tamil Nadu,Marketplace,Credit Card
O31079,2023-04-26,C2499,P1006,Bluetooth Speaker,General,2,45274,0.05,86020,12773,Nagercoil,Tamil Nadu,Marketplace,Wallet
O31080,2024-06-04,C2249,P1003,Running Shoes,General,1,10746,0.0,10746,3289,Madurai,Tamil Nadu,Marketplace,COD
O31081,2023-09-12,C2158,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,2856,Madurai,Tamil Nadu,Mobile App,Credit Card
O31082,2025-11-13,C2212,P1015,Wrist Watch,General,1,2573,0.0,2573,840,Tirunelveli,Tamil Nadu,Website,Credit Card
O31083,2023-05-04,C2190,P1016,Sunglasses UV,General,1,36778,0.0,36778,14357,Chennai,Tamil Nadu,Mobile App,Wallet
O31084,2025-09-28,C2300,P1003,Running Shoes,General,1,10746,0.15,9134,4558,Chennai,Tamil Nadu,Website,Credit Card
O31085,2024-11-01,C2452,P1024,Mouse Wireless,General,1,22771,0.0,22771,4589,Chennai,Tamil Nadu,Website,Debit Card
O31086,2023-07-23,C2136,P1021,Office Chair,General,1,40438,0.0,40438,18587,Madurai,Tamil Nadu,Website,UPI
O31087,2024-01-30,C2161,P1003,Running Shoes,General,2,10746,0.1,19342,8620,Nagercoil,Tamil Nadu,Website,COD
O31088,2025-06-26,C2283,P1008,Backpack 25L,General,1,42606,0.1,38345,20665,Thoothukudi,Tamil Nadu,Mobile App,Credit Card
O31089,2024-08-10,C2164,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,6787,Chennai,Tamil Nadu,Website,Debit Card
O31090,2025-11-19,C2453,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,6367,Ramanathapuram,Tamil Nadu,Website,Wallet
O31091,2023-05-28,C2211,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3329,Madurai,Tamil Nadu,Mobile App,COD
O31092,2025-02-21,C2402,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,4049,Vellore,Tamil Nadu,Website,Credit Card
O31093,2023-05-05,C2477,P1027,Yoga Mat,General,1,35779,0.05,33990,15673,Madurai,Tamil Nadu,Marketplace,Debit Card
O31094,2023-09-06,C2455,P1009,Fitness Band,General,1,21672,0.0,21672,4584,Coimbatore,Tamil Nadu,Website,Wallet
O31095,2023-11-29,C2385,P1004,"Smartphone 6.5""",General,2,13735,0.0,27470,8930,Karur,Tamil Nadu,Mobile App,COD
O31096,2025-11-19,C2417,P1029,USB-C Cable,General,1,27263,0.0,27263,7561,Tirunelveli,Tamil Nadu,Website,COD
O31097,2024-11-29,C2175,P1001,Men's Cotton T-Shirt,General,1,16338,0.0,16338,2805,Karur,Tamil Nadu,Mobile App,UPI
O31098,2024-05-16,C2288,P1028,Gaming Headset,General,1,21857,0.05,20764,6937,Chennai,Tamil Nadu,Website,Wallet
O31099,2024-01-13,C2451,P1017,Mobile Cover,General,1,40581,0.05,38551,8932,Nagercoil,Tamil Nadu,Website,Wallet
O31100,2025-06-12,C2204,P1020,Vacuum Cleaner,General,2,15965,0.0,31930,7932,Erode,Tamil Nadu,Mobile App,Credit Card
O31101,2024-06-29,C2261,P1016,Sunglasses UV,General,1,36778,0.0,36778,18514,Vellore,Tamil Nadu,Mobile App,UPI
O31102,2023-03-22,C2061,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4575,Dindigul,Tamil Nadu,Mobile App,Credit Card
O31103,2025-11-22,C2302,P1008,Backpack 25L,General,1,42606,0.0,42606,21090,Ramanathapuram,Tamil Nadu,Mobile App,Credit Card
O31104,2024-03-08,C2493,P1012,Air Fryer 3.5L,General,2,40718,0.0,81436,25138,Tirunelveli,Tamil Nadu,Marketplace,Debit Card
O31105,2023-09-16,C2170,P1005,Wireless Earbuds,General,1,44929,0.0,44929,15986,Kanchipuram,Tamil Nadu,Mobile App,COD
O31106,2024-03-18,C2195,P1015,Wrist Watch,General,1,2573,0.0,2573,926,Coimbatore,Tamil Nadu,Website,COD
O31107,2023-05-17,C2061,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3915,Dindigul,Tamil Nadu,Website,UPI
O31108,2025-09-10,C2246,P1012,Air Fryer 3.5L,General,1,40718,0.05,38682,11694,Vellore,Tamil Nadu,Website,Wallet
O31109,2024-07-17,C2481,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,7808,Madurai,Tamil Nadu,Website,Credit Card
O31110,2024-06-16,C2413,P1017,Mobile Cover,General,2,40581,0.1,73045,22677,Tirunelveli,Tamil Nadu,Mobile App,COD
O31111,2024-12-19,C2364,P1017,Mobile Cover,General,1,40581,0.0,40581,8600,Vellore,Tamil Nadu,Mobile App,Credit Card
O31112,2025-02-04,C2429,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,7463,Dindigul,Tamil Nadu,Marketplace,Wallet
O31113,2024-08-31,C2460,P1028,Gaming Headset,General,1,21857,0.0,21857,7362,Tirunelveli,Tamil Nadu,Marketplace,Credit Card
O31114,2025-03-14,C2461,P1018,Power Bank 10000mAh,General,1,47180,0.0,47180,11235,Tirunelveli,Tamil Nadu,Marketplace,COD
O31115,2025-03-01,C2443,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,4075,Chennai,Tamil Nadu,Marketplace,Debit Card
O31116,2024-10-08,C2280,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,7745,Salem,Tamil Nadu,Marketplace,UPI
O31117,2024-01-22,C2273,P1025,Car Mobile Holder,General,1,18901,0.05,17955,4015,Salem,Tamil Nadu,Mobile App,Wallet
O31118,2023-05-19,C2149,P1018,Power Bank 10000mAh,General,2,47180,0.1,84924,25223,Chennai,Tamil Nadu,Mobile App,UPI
O31119,2025-02-14,C2379,P1024,Mouse Wireless,General,1,22771,0.0,22771,5810,Vellore,Tamil Nadu,Mobile App,Debit Card
O31120,2024-05-11,C2438,P1029,USB-C Cable,General,1,27263,0.1,24536,5831,Erode,Tamil Nadu,Website,COD
O31121,2024-07-30,C2365,P1013,Ceramic Dinner Set,General,1,13748,0.15,11685,2827,Dindigul,Tamil Nadu,Mobile App,Debit Card
O31122,2025-03-06,C2135,P1011,Kitchen Mixer Grinder,General,2,28645,0.0,57290,18891,Chennai,Tamil Nadu,Marketplace,Credit Card
O31123,2024-12-26,C2127,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,779,Ramanathapuram,Tamil Nadu,Website,COD
O31124,2024-01-18,C2047,P1005,Wireless Earbuds,General,1,44929,0.0,44929,19093,Vellore,Tamil Nadu,Website,Debit Card
O31125,2023-02-22,C2493,P1014,Makeup Kit,General,1,44484,0.0,44484,13616,Tirunelveli,Tamil Nadu,Website,Debit Card
O31126,2024-07-27,C2028,P1026,Water Bottle Stainless,General,1,19302,0.05,18336,3779,Ramanathapuram,Tamil Nadu,Marketplace,Credit Card
O31127,2025-09-19,C2386,P1012,Air Fryer 3.5L,General,2,40718,0.0,81436,18430,Nagercoil,Tamil Nadu,Mobile App,UPI
O31128,2024-04-19,C2478,P1020,Vacuum Cleaner,General,1,15965,0.05,15166,4646,Erode,Tamil Nadu,Marketplace,Debit Card
O31129,2024-07-24,C2069,P1030,Smart Light Bulb,General,2,34154,0.15,58061,30683,Vellore,Tamil Nadu,Mobile App,UPI
O31130,2023-03-07,C2207,P1014,Makeup Kit,General,2,44484,0.0,88968,29276,Erode,Tamil Nadu,Mobile App,Debit Card
O31131,2023-04-02,C2482,P1018,Power Bank 10000mAh,General,1,47180,0.05,44821,11151,Kanchipuram,Tamil Nadu,Marketplace,Credit Card
O31132,2025-05-29,C2456,P1011,Kitchen Mixer Grinder,General,1,28645,0.1,25780,8860,Chennai,Tamil Nadu,Website,Wallet
O31133,2024-11-15,C2445,P1015,Wrist Watch,General,1,2573,0.0,2573,766,Tirunelveli,Tamil Nadu,Website,Credit Card
O31134,2023-03-03,C2423,P1008,Backpack 25L,General,1,42606,0.0,42606,21064,Erode,Tamil Nadu,Mobile App,Credit Card
O31135,2025-11-15,C2023,P1029,USB-C Cable,General,1,27263,0.0,27263,7443,Tirunelveli,Tamil Nadu,Website,Credit Card
O31136,2023-04-21,C2458,P1009,Fitness Band,General,1,21672,0.1,19504,4479,Salem,Tamil Nadu,Marketplace,Wallet
O31137,2023-01-09,C2046,P1024,Mouse Wireless,General,1,22771,0.0,22771,6107,Nagercoil,Tamil Nadu,Mobile App,COD
O31138,2025-07-01,C2472,P1012,Air Fryer 3.5L,General,1,40718,0.0,40718,9396,Chennai,Tamil Nadu,Marketplace,Wallet
O31139,2024-05-11,C2135,P1009,Fitness Band,General,1,21672,0.0,21672,4795,Chennai,Tamil Nadu,Mobile App,COD
O31140,2025-01-14,C2456,P1027,Yoga Mat,General,1,35779,0.0,35779,13674,Chennai,Tamil Nadu,Marketplace,Wallet
O31141,2025-10-19,C2441,P1019,Home Heater,General,2,58187,0.05,110555,56933,Vellore,Tamil Nadu,Mobile App,Debit Card
O31142,2024-02-02,C2106,P1027,Yoga Mat,General,1,35779,0.0,35779,12010,Salem,Tamil Nadu,Website,Credit Card
O31143,2025-07-30,C2425,P1003,Running Shoes,General,1,10746,0.0,10746,3371,Nagercoil,Tamil Nadu,Website,Credit Card
O31144,2024-02-12,C2316,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,3393,Salem,Tamil Nadu,Mobile App,UPI
O31145,2025-12-22,C2428,P1015,Wrist Watch,General,1,2573,0.0,2573,884,Nagercoil,Tamil Nadu,Marketplace,COD
O31146,2024-01-03,C2477,P1024,Mouse Wireless,General,1,22771,0.0,22771,5507,Madurai,Tamil Nadu,Website,COD
O31147,2025-01-05,C2323,P1011,Kitchen Mixer Grinder,General,2,28645,0.0,57290,19250,Madurai,Tamil Nadu,Mobile App,Credit Card
O31148,2023-02-23,C2077,P1020,Vacuum Cleaner,General,2,15965,0.0,31930,9295,Kanchipuram,Tamil Nadu,Marketplace,Credit Card
O31149,2024-04-04,C2329,P1014,Makeup Kit,General,2,44484,0.0,88968,25134,Erode,Tamil Nadu,Mobile App,Wallet
O31150,2025-10-23,C2264,P1024,Mouse Wireless,General,1,22771,0.0,22771,6752,Salem,Tamil Nadu,Marketplace,Debit Card
O31151,2023-09-14,C2325,P1028,Gaming Headset,General,2,21857,0.05,41528,14874,Nagercoil,Tamil Nadu,Website,UPI
O31152,2025-08-13,C2011,P1003,Running Shoes,General,1,10746,0.0,10746,3832,Nagercoil,Tamil Nadu,Marketplace,Wallet
O31153,2024-10-02,C2340,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,8997,Nagercoil,Tamil Nadu,Marketplace,Credit Card
O31154,2024-06-03,C2052,P1011,Kitchen Mixer Grinder,General,1,28645,0.0,28645,8966,Dindigul,Tamil Nadu,Marketplace,UPI
O31155,2024-12-02,C2457,P1020,Vacuum Cleaner,General,1,15965,0.0,15965,3929,Dindigul,Tamil Nadu,Marketplace,COD
O31156,2023-05-01,C2272,P1009,Fitness Band,General,2,21672,0.0,43344,8150,Ramanathapuram,Tamil Nadu,Mobile App,Wallet
O31157,2024-09-16,C2350,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,2929,Coimbatore,Tamil Nadu,Marketplace,Wallet
O31158,2024-10-05,C2245,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4677,Madurai,Tamil Nadu,Marketplace,Debit Card
O31159,2023-09-05,C2153,P1026,Water Bottle Stainless,General,1,19302,0.0,19302,2912,Tiruchirappalli,Tamil Nadu,Website,Debit Card
O31160,2024-05-01,C2464,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,8920,Karur,Tamil Nadu,Website,Debit Card
O31161,2024-06-25,C2411,P1006,Bluetooth Speaker,General,2,45274,0.0,90548,18619,Chennai,Tamil Nadu,Website,COD
O31162,2023-03-15,C2396,P1029,USB-C Cable,General,2,27263,0.0,54526,14044,Thoothukudi,Tamil Nadu,Marketplace,Credit Card
O31163,2025-06-12,C2420,P1023,Bluetooth Keyboard,General,1,2007,0.0,2007,839,Tiruchirappalli,Tamil Nadu,Mobile App,COD
O31164,2025-12-28,C2152,P1011,Kitchen Mixer Grinder,General,1,28645,0.1,25780,9617,Thoothukudi,Tamil Nadu,Marketplace,Wallet
O31165,2025-07-16,C2144,P1010,"LED Smart TV 43""",General,1,11741,0.0,11741,4652,Vellore,Tamil Nadu,Marketplace,UPI
O31166,2023-05-17,C2117,P1003,Running Shoes,General,2,10746,0.0,21492,8323,Thoothukudi,Tamil Nadu,Mobile App,Wallet
O31167,2024-03-29,C2093,P1007,"Laptop 14""",General,1,34499,0.0,34499,9848,Nagercoil,Tamil Nadu,Marketplace,Debit Card
O31168,2024-09-18,C2360,P1014,Makeup Kit,General,2,44484,0.0,88968,21573,Thoothukudi,Tamil Nadu,Website,UPI
O31169,2025-06-28,C2291,P1023,Bluetooth Keyboard,General,1,2007,0.15,1705,621,Kanchipuram,Tamil Nadu,Website,Credit Card
O31170,2023-03-23,C2052,P1003,Running Shoes,General,1,10746,0.0,10746,4488,Dindigul,Tamil Nadu,Website,UPI
O31171,2024-11-23,C2273,P1027,Yoga Mat,General,1,35779,0.1,32201,15774,Salem,Tamil Nadu,Website,Debit Card
O31172,2025-06-14,C2321,P1015,Wrist Watch,General,2,2573,0.0,5146,1543,Tiruchirappalli,Tamil Nadu,Marketplace,Credit Card
O31173,2025-08-21,C2357,P1009,Fitness Band,General,1,21672,0.0,21672,3652,Chennai,Tamil Nadu,Website,Credit Card
O31174,2023-04-30,C2021,P1005,Wireless Earbuds,General,1,44929,0.0,44929,20015,Thoothukudi,Tamil Nadu,Website,Wallet
O31175,2024-08-10,C2160,P1012,Air Fryer 3.5L,General,2,40718,0.0,81436,19759,Tirunelveli,Tamil Nadu,Marketplace,Wallet
O31176,2023-04-20,C2105,P1020,Vacuum Cleaner,General,1,15965,0.1,14368,4499,Madurai,Tamil Nadu,Marketplace,COD
O31177,2025-11-16,C2335,P1010,"LED Smart TV 43""",General,2,11741,0.1,21133,10279,Dindigul,Tamil Nadu,Marketplace,Debit Card
O31178,2023-05-26,C2253,P1028,Gaming Headset,General,1,21857,0.0,21857,8702,Tirunelveli,Tamil Nadu,Marketplace,Credit Card
O31179,2024-01-28,C2208,P1004,"Smartphone 6.5""",General,2,13735,0.15,23349,7478,Madurai,Tamil Nadu,Marketplace,Wallet
O31180,2025-01-03,C2495,P1001,Men's Cotton T-Shirt,General,2,16338,0.05,31042,5109,Chennai,Tamil Nadu,Website,Debit Card
O31181,2023-09-07,C2118,P1013,Ceramic Dinner Set,General,1,13748,0.05,13060,3597,Salem,Tamil Nadu,Website,UPI
O31182,2023-06-28,C2002,P1026,Water Bottle Stainless,General,2,19302,0.0,38604,6114,Kanchipuram,Tamil Nadu,Marketplace,COD
O31183,2023-08-03,C2393,P1006,Bluetooth Speaker,General,1,45274,0.0,45274,9225,Nagercoil,Tamil Nadu,Website,Credit Card
O31184,2025-01-13,C2341,P1029,USB-C Cable,General,1,27263,0.0,27263,5554,Tirunelveli,Tamil Nadu,Website,COD
O31185,2024-01-11,C2298,P1021,Office Chair,General,1,40438,0.05,38416,13588,Nagercoil,Tamil Nadu,Marketplace,UPI
O31186,2024-06-25,C2302,P1024,Mouse Wireless,General,1,22771,0.05,21632,5412,Ramanathapuram,Tamil Nadu,Website,Debit Card
O31187,2023-11-18,C2032,P1017,Mobile Cover,General,1,40581,0.0,40581,12192,Karur,Tamil Nadu,Website,Wallet
